image,true_label,pred_label,confidence,correct
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00257.png,NORMAL,NORMAL,0.9979,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00258.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00259.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00260.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00261.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00262.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00263.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00264.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00265.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00266.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00267.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00268.png,NORMAL,NORMAL,0.9941,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00269.png,NORMAL,NORMAL,0.9991,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00270.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00271.png,NORMAL,TUBERCULOSIS,0.9979,False
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00272.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00273.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00274.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00275.png,NORMAL,NORMAL,0.9977,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00276.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00277.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00278.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00279.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00280.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00281.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00282.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00283.png,NORMAL,NORMAL,0.9991,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00284.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00285.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00286.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00287.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00288.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00289.png,NORMAL,NORMAL,0.9981,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00290.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00291.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00292.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00293.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00294.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00295.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00296.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00297.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00298.png,NORMAL,NORMAL,0.8895,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00299.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00300.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00301.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00302.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00303.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00304.png,NORMAL,TUBERCULOSIS,1.0,False
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00305.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00306.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00307.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00308.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00309.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00310.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00311.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00312.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00313.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00314.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00315.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00316.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00317.png,NORMAL,NORMAL,0.9995,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00318.png,NORMAL,NORMAL,0.9982,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00319.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00320.png,NORMAL,TUBERCULOSIS,0.9999,False
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00321.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00322.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00323.png,NORMAL,NORMAL,0.9953,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00324.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00325.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00326.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00327.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00328.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00329.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00330.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00331.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00332.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00333.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00334.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00335.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00336.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00337.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00338.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00339.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00340.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00341.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00342.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00343.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00344.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00345.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00346.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00347.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00348.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00349.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00350.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00351.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00352.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00353.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00354.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00355.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00356.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00357.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00358.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00359.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00360.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00361.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00362.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00363.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00364.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00365.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00366.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00367.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00368.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00369.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00370.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00371.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00372.png,NORMAL,NORMAL,0.5909,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00373.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00374.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00375.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00376.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00377.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00378.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00379.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00380.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00381.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00382.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00383.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00384.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00385.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00386.png,NORMAL,TUBERCULOSIS,0.8785,False
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00387.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00388.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00389.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00390.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00391.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00392.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00393.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00394.png,NORMAL,NORMAL,0.9996,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00395.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00396.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00397.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00398.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00399.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00400.png,NORMAL,NORMAL,0.5255,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00401.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00402.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00403.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00404.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00405.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00406.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00407.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00408.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00409.png,NORMAL,NORMAL,0.9998,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00410.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00411.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00412.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00413.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00414.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00415.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00416.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00417.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00418.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00419.png,NORMAL,NORMAL,0.9995,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00420.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00421.png,NORMAL,TUBERCULOSIS,1.0,False
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00422.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00423.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00424.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00425.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00426.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00427.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00428.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00429.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00430.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00431.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00432.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00433.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00434.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00435.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00436.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00437.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00438.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00439.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00440.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00441.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00442.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00443.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00444.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00445.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00446.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00447.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00448.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00449.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00450.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00451.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00452.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00453.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00454.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00455.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00456.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00457.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00458.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00459.png,NORMAL,NORMAL,0.9998,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00460.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00461.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00462.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00463.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00464.png,NORMAL,NORMAL,0.9998,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00465.png,NORMAL,NORMAL,0.9997,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00466.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00467.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00468.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00469.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00470.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00471.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00472.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00473.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00474.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00475.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00476.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00477.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00478.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00479.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00480.png,NORMAL,NORMAL,0.9933,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00481.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00482.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00483.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00484.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00485.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00486.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00487.png,NORMAL,NORMAL,0.9936,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00488.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00489.png,NORMAL,NORMAL,0.9528,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00490.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00491.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00492.png,NORMAL,TUBERCULOSIS,1.0,False
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00493.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00494.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00495.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00496.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00497.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00498.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00499.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00500.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00501.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00502.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00503.png,NORMAL,TUBERCULOSIS,1.0,False
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00504.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00505.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00506.png,NORMAL,NORMAL,0.9999,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00507.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00508.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00509.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00510.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00511.png,NORMAL,NORMAL,1.0,True
g:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00512.png,NORMAL,NORMAL,1.0,True
