ssim,class_1,file_name_1,file_path_1,class_2,file_name_2,file_path_2
1.0,sick,s2831.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2831.png,sick,s4411.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4411.png
1.0,sick,s2833.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2833.png,sick,s2932.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2932.png
1.0,sick,s2884.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2884.png,sick,s2993.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2993.png
1.0,sick,s2945.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s2945.png,sick,s4702.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4702.png
0.99480087,sick,s3050.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3050.png,sick,s4626.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4626.png
1.0,sick,s3322.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3322.png,sick,s3438.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3438.png
1.0,sick,s3346.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3346.png,sick,s4112.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4112.png
1.0,sick,s3352.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3352.png,sick,s4748.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4748.png
1.0,sick,s3430.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3430.png,sick,s3648.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3648.png
1.0,sick,s3454.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3454.png,sick,s3786.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3786.png
1.0,sick,s3503.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3503.png,sick,s4248.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4248.png
0.9999585,sick,s3610.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3610.png,sick,s3977.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3977.png
1.0,sick,s3710.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3710.png,sick,s4279.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4279.png
1.0,sick,s3758.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3758.png,sick,s4110.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4110.png
1.0,sick,s3816.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3816.png,sick,s4749.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4749.png
1.0,sick,s3838.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3838.png,sick,s3921.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3921.png
1.0,sick,s3839.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3839.png,sick,s3902.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3902.png
1.0,sick,s3895.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s3895.png,sick,s4809.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4809.png
1.0,sick,s4018.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4018.png,sick,s4576.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4576.png
1.0,sick,s4089.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4089.png,sick,s4567.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4567.png
1.0,sick,s4125.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4125.png,sick,s4217.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4217.png
1.0,sick,s4318.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4318.png,sick,s4678.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4678.png
1.0,sick,s4402.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4402.png,sick,s4862.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4862.png
1.0,sick,s4407.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4407.png,sick,s4976.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4976.png
1.0,sick,s4579.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4579.png,sick,s4932.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4932.png
1.0,sick,s4824.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4824.png,sick,s4960.png,G:\Ai-CDD\updated_class_tb_dataset\TBX11K\imgs\sick\s4960.png
