reason,recommended_remove,keep
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00821.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02664.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00822.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02669.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00596.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02671.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00597.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02672.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00823.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02676.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00598.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02683.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00824.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02684.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00825.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02685.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00826.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02687.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00599.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02694.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00827.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02697.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00600.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02701.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00601.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02704.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00602.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02705.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00828.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02709.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00603.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02714.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00604.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02715.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00605.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02717.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00829.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02718.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00606.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02720.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00607.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02721.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00608.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02723.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00609.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02727.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00610.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02728.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00830.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02733.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00831.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02734.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00832.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02735.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00833.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02737.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00834.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02738.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00835.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02739.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00836.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02741.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00837.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02743.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00838.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02744.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00611.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02749.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00839.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02752.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00612.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02753.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00840.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02760.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00613.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02766.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00841.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02767.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00842.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02777.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00614.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02778.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00843.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02779.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00615.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02780.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00616.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02784.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00617.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02785.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00618.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02790.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00844.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02795.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00619.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02796.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00620.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02797.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00845.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02798.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00621.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02799.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00846.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02802.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00622.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02806.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00847.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02807.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00623.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02809.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00848.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02810.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00624.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02811.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00625.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02813.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00626.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02816.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00627.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02817.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00628.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02820.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00629.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02822.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00849.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02826.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00850.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02827.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00630.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02838.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00851.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02839.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00852.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02842.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00853.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02844.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00631.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02845.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00854.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02846.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00632.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02848.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00633.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02854.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00634.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02857.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00855.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02859.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00856.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02860.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00635.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02863.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00636.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02866.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00637.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02867.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00857.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02868.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00638.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02877.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00858.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02878.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00639.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02879.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00859.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02881.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00860.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02884.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00640.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02885.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00641.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02888.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00642.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02892.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00643.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02896.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00861.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02901.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00862.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02905.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00863.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02906.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00644.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02907.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00864.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02908.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00865.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02912.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00645.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02917.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00646.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02918.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00647.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02921.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00866.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02926.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00648.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02928.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00649.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02929.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00867.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02930.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00868.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02931.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00650.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02938.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00869.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02949.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00651.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02952.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00870.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02955.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00871.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02956.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00872.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02960.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00652.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02963.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00653.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02964.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00873.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02968.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00874.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02971.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00875.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02972.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00876.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02973.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00654.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02977.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00655.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02978.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00877.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02979.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00656.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02982.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00878.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02984.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00879.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02986.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00880.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02987.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00881.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02989.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00882.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02991.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00657.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02993.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00658.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_02994.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00659.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03000.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00883.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03002.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00884.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03004.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00660.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03008.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00661.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03012.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00885.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03017.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00662.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03022.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00663.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03023.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00886.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03026.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00887.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03028.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00664.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03039.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00665.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03042.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00666.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03043.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00888.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03047.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00691.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03048.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00914.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03049.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00915.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03051.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00692.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03052.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00916.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03053.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00917.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03056.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00918.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03059.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00693.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03060.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00694.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03062.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00695.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03067.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00696.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03070.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00919.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03073.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00920.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03076.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00697.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03078.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00921.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03080.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00698.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03086.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00699.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03088.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00700.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03089.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00701.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03092.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00702.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03095.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00922.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03096.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00923.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03098.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00924.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03099.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00703.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03101.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00925.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03104.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00926.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03105.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00927.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03106.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00928.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03110.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00704.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03113.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00705.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03115.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00706.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03117.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00707.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03118.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00708.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03119.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\test\NORMAL\normal_00929.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03120.png
exact_duplicate,G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00709.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_03122.png
