normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00002.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01218.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01219.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01220.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01221.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01222.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01223.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01224.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01225.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01226.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01227.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01228.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01229.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01230.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01231.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01232.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01233.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01234.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01235.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01236.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01237.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01238.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01239.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01240.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01241.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01242.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01243.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01244.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01245.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01246.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01247.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01248.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01249.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01250.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01251.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01252.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01253.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01254.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01255.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01256.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01257.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01258.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01259.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01260.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01261.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01262.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01263.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01264.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01265.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01266.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01267.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01268.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01269.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01270.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01271.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01272.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01273.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01274.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01275.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01276.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01277.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01278.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01279.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01280.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01281.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01282.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01283.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01284.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01285.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01286.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01287.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01288.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01289.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01290.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01291.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01292.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01293.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01294.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01295.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01296.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01297.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01298.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01299.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01300.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01301.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01302.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01303.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01304.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01305.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01306.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01307.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01308.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01309.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01310.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01311.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01312.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01313.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01314.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01315.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01316.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01317.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01318.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01319.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01320.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01321.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01322.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01323.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01324.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01325.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01326.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01327.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01328.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01329.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01330.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01331.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01332.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01333.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01334.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01335.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01336.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01337.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01338.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01339.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01340.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01341.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01342.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01343.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01344.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01345.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01346.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01347.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01348.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01349.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01350.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01351.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01352.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01353.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01354.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01355.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01356.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01357.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01358.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01359.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01360.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01361.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01362.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01363.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01364.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01365.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01366.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01367.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01368.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01369.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01370.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01371.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01372.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01373.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01374.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01375.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01376.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01377.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01378.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01379.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01380.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01381.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01382.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01383.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01384.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01385.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01386.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01387.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01388.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01389.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01390.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01391.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01392.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01393.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01394.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01395.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01396.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01397.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01398.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01399.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01400.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01401.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01402.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01403.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01404.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01405.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01406.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01407.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01408.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01409.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01410.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01411.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01412.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01413.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01414.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01415.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01416.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01417.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01418.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01419.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01420.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01421.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01422.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01423.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01424.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01425.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01426.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01427.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01428.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01429.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01430.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01431.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01432.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01433.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01434.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01435.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01436.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01437.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01438.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01439.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01440.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01441.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01442.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01443.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01444.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01445.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01446.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01447.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01448.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01449.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01450.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01451.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01452.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01453.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01454.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01455.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01456.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01457.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01458.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01459.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01460.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01461.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01462.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01463.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01464.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01465.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01466.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01467.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01468.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01469.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01470.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01471.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01472.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01473.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01474.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01475.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01476.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01477.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01478.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01479.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01480.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01481.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01482.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01483.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01484.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01485.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01486.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01487.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01488.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01489.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01490.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01491.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01492.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01493.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01494.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01495.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01496.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01497.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01498.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01499.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01500.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01501.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01502.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01503.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01504.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01505.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01506.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01507.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01508.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01509.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01510.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01511.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01512.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01513.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01514.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01515.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01516.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01517.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01518.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01519.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01520.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01521.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01522.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01523.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01524.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01525.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01526.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01527.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01528.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01529.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01530.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01531.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01532.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01533.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01534.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01535.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01536.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01537.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01538.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01539.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01540.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01541.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01542.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01543.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01544.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01545.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01546.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01547.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01548.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01549.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01550.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01551.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01552.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01553.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01554.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01555.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01556.png
normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_01557.png
